-99.2908,,,,,,,,,
,,,,,,,,,
-96.7460,24.6151,5389.5454,,,,,,,
,,,,,,,,,
-97.0482,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-85.2720,,,,,,,,,
-49.4812,207.3852,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-96.3569,79.0365,1075.2869,21.5043,,,,,,
,,,,,,,,,
,,,,,,,,,
362.0153,,,,,,,,,
106.4750,,,,,,,,,
,,,,,,,,,
-94.5552,-66.7995,39.9531,,,,,,,
,,,,,,,,,
-29.5241,,,,,,,,,
,,,,,,,,,
-89.2642,-94.9354,,,,,,,,
,,,,,,,,,
-93.8754,-48.7138,130.4954,-25.2988,166.5533,623.3987,,,,
,,,,,,,,,
,,,,,,,,,
-31.9025,2.7976,,,,,,,,
-65.7022,-53.9009,-77.5237,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
190.2335,,,,,,,,,
,,,,,,,,,
487.2706,,,,,,,,,
,,,,,,,,,
65.0040,-76.7080,,,,,,,,
400.7546,-99.5445,907.8175,-90.2211,15.2477,298.4063,-9.4584,415.2441,-98.5080,386.3256
,,,,,,,,,
1477.9351,-98.8064,,,,,,,,
67.7916,,,,,,,,,
797.3693,,,,,,,,,
794.0683,-94.9674,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-97.0328,1977.0909,130.4954,11.6526,-66.4491,,,,,
-91.6833,332.1789,-80.0797,2.0830,-55.7886,,,,,
-7.7389,,,,,,,,,
-91.0122,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-93.2949,4878.4241,-98.4735,298.2370,681.7373,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
315.5409,,,,,,,,,
,,,,,,,,,
344.6405,,,,,,,,,
,,,,,,,,,
-11.1489,-98.3704,1121.2524,,,,,,,
-11.1489,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
32.0032,176.5929,,,,,,,,
-71.9345,-74.5698,-97.8442,2805.7970,2457.7124,-97.6367,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
23.1876,712.7747,-91.4631,3.0639,,,,,,
,,,,,,,,,
-89.1955,663.6121,-98.3129,3867.3796,-52.0761,661.6042,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
37.2268,711.9319,,,,,,,,
-92.6370,129.1363,1507.9561,-97.0057,-77.3550,3558.2331,-46.8587,,,
-49.8229,916.2910,67.7916,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-91.8620,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-94.7850,451.2284,-86.6261,-67.0303,418.6146,-54.1938,12249.8414,,,
,,,,,,,,,
,,,,,,,,,
-15.1113,642.3604,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
67.7916,,,,,,,,,
-84.0255,,,,,,,,,
,,,,,,,,,
187.5227,-93.9266,5278.2258,-99.0096,1358.9768,,,,,
386.3256,,,,,,,,,
-94.3721,-52.6083,491.0616,-97.2270,71709.1879,,,,,
,,,,,,,,,
,,,,,,,,,
-92.1274,72.8715,,,,,,,,
-50.3678,-79.4511,-1.1123,-13.5642,364.6518,-79.1124,249.7201,,,
288.8725,-1.2912,-26.0926,,,,,,,
10.0749,-94.2861,143.1628,,,,,,,
,,,,,,,,,
-88.8328,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
66.8389,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
296.4210,,,,,,,,,
,,,,,,,,,
-91.7442,15.2477,-11.5029,530.0570,,,,,,
-26.1318,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-27.4778,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
29.0270,-77.9149,510.6262,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
695.2091,-17.7204,-90.6473,312.4632,78.2138,-73.0024,744.6708,,,
-50.6577,-97.3262,,,,,,,,
,,,,,,,,,
229.9657,,,,,,,,,
115.2442,,,,,,,,,
-44.7027,32.7457,,,,,,,,
,,,,,,,,,
-31.9025,402.5661,,,,,,,,
,,,,,,,,,
-71.2388,,,,,,,,,
-47.5388,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-86.2484,821.9816,-94.4689,3786.8588,32.3811,-98.7821,9284.1552,,,
66.1829,46.9877,-19.9312,-24.9138,,,,,,
,,,,,,,,,
,,,,,,,,,
-96.6254,,,,,,,,,
-28.4886,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
27.6605,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-44.7073,-88.4910,398.3098,7.1196,-46.1495,270.4390,-86.8307,-52.9560,,
-92.9530,15.2477,1249.5809,-94.2724,,,,,,
,,,,,,,,,
,,,,,,,,,
-82.8301,-23.1682,294.9540,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-80.8935,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-92.0418,130.4954,215.6332,-55.8362,,,,,,
,,,,,,,,,
,,,,,,,,,
-87.2206,130.4954,-0.3984,-67.6637,29.1465,,,,,
-61.4858,-74.3894,569.9153,-86.1280,-55.2409,1034.7597,,,,
144.7371,-9.1289,-95.5513,724.2424,-81.5604,99.2032,-28.8601,506.5828,79.0365,
,,,,,,,,,
88.5752,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-59.2389,-74.2378,-70.1606,629.4884,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2331.6280,,,,,,,,,
190.2335,,,,,,,,,
,,,,,,,,,
119.2302,,,,,,,,,
-95.3590,407.0899,1206.2504,,,,,,,
-87.2206,130.4954,-0.3984,-67.6637,,,,,,
,,,,,,,,,
-96.6702,1060.9572,-87.7905,-68.2212,71.5767,-29.0423,,,,
,,,,,,,,,
12.3077,-62.8867,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1.1145,-62.1546,1097.5604,,,,,,,
,,,,,,,,,
-79.1750,-14.0042,97.8865,,,,,,,
287.3045,-87.2126,1829.2369,-93.6757,2756.0472,,,,,
,,,,,,,,,
386.3256,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
117.8691,178.3189,,,,,,,,
-97.5877,107.9188,821.9816,-76.7309,-91.0482,,,,,
,,,,,,,,,
70.3782,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-99.4259,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-11.1489,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-8.7421,8.2911,,,,,,,,
-98.9279,1072.3518,-95.2694,,,,,,,
-11.1489,-94.6083,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-38.1775,-55.6177,-79.6018,,,,,,,
,,,,,,,,,
,,,,,,,,,
-98.9271,197.9265,361.5757,314.8917,-95.7057,115.2442,386.3256,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-11.1489,,,,,,,,,
453.1889,29.2385,,,,,,,,
-47.1721,298.2370,184.1017,,,,,,,
-11.1489,,,,,,,,,
-91.7692,2.5724,15.2477,,,,,,,
,,,,,,,,,
,,,,,,,,,
348.6846,,,,,,,,,
-88.8701,126.9916,15.3939,15.2477,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-18.9640,62.9091,-83.0015,45.5752,842.1090,-16.1042,,,,
-3.6753,-67.4597,-62.0346,-10.4817,143.1628,,,,,
,,,,,,,,,
131.0179,-53.8424,-76.4827,657.4088,-87.2117,6708.5583,,,,
132.9204,,,,,,,,,
,,,,,,,,,
-62.3672,880.7607,-82.5310,,,,,,,
202.3619,-94.7735,1303.3453,1.7661,-95.1730,-11.5772,,,,
-14.9081,-56.1978,-87.3386,3304.2792,91.7618,,,,,
,,,,,,,,,
36.1950,163.7576,-35.0429,,,,,,,
-50.1292,,,,,,,,,
,,,,,,,,,
3190.3540,,,,,,,,,
-95.3901,32.7457,-58.2210,,,,,,,
16.6125,-41.7195,,,,,,,,
-97.0294,249.3806,-79.9627,4.4380,1081.0764,-1.2991,,,,
,,,,,,,,,
-46.2513,-41.2470,-53.8409,53.6636,-0.3984,22.1703,262.7601,,,
112.9634,,,,,,,,,
-83.6924,,,,,,,,,
-23.5259,-38.2602,-97.0501,4733.0978,-43.5094,322.3426,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
260.6709,,,,,,,,,
-65.4288,-80.8035,388.9446,-71.1881,,,,,,
,,,,,,,,,
,,,,,,,,,
-94.3791,994.8800,-90.5801,284.1590,12.3060,296.2653,,,,
,,,,,,,,,
,,,,,,,,,
115.2442,,,,,,,,,
250.2905,,,,,,,,,
-71.9645,-71.8452,-19.4340,-42.3030,6027.3358,-99.6523,1237.3954,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-11.1489,,,,,,,,,
1335.7908,,,,,,,,,
227.6360,,,,,,,,,
,,,,,,,,,
-24.5357,,,,,,,,,
88.7711,,,,,,,,,
-74.2072,-10.1411,-95.7565,130.7879,92.0795,629.4884,,,,
,,,,,,,,,
,,,,,,,,,
-29.6879,25.8437,,,,,,,,
,,,,,,,,,
111.4346,,,,,,,,,
-92.0920,1894.8328,-85.2107,,,,,,,
,,,,,,,,,
-17.0761,,,,,,,,,
,,,,,,,,,
232.1538,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-91.0872,,,,,,,,,
-54.5167,1018.7714,111.2874,,,,,,,
,,,,,,,,,
,,,,,,,,,
12.5661,,,,,,,,,
-39.6506,-16.6533,-77.4548,,,,,,,
,,,,,,,,,
283.2153,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
265.6317,,,,,,,,,
,,,,,,,,,
129.1678,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
376.6824,,,,,,,,,
-98.2430,-81.4395,,,,,,,,
-85.3594,-56.4307,72.8715,,,,,,,
-94.1997,144.1407,45.8977,198.2962,,,,,,
,,,,,,,,,
-52.4031,-7.8018,519.4797,-72.6045,,,,,,
,,,,,,,,,
1246.0539,,,,,,,,,
376.6824,,,,,,,,,
,,,,,,,,,
-87.7250,15.2477,,,,,,,,
261.9031,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2.8526,-91.1235,821.9816,300.0294,16.0269,-53.5896,,,,
-87.0431,130.4954,-0.3984,-67.6637,29.1465,,,,,
26.4668,201.7995,-38.8639,,,,,,,
,,,,,,,,,
190.2335,,,,,,,,,
140.4344,14.0339,,,,,,,,
-81.7896,,,,,,,,,
-42.3030,-93.4012,,,,,,,,
-77.8251,-96.6193,176.9454,130.4954,2373.4392,-99.3738,-70.1606,,,
,,,,,,,,,
,,,,,,,,,
-86.8606,130.4954,-58.4052,,,,,,,
115.2442,,,,,,,,,
,,,,,,,,,
-11.1489,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
190.2335,,,,,,,,,
-62.6840,15.2477,1183.2080,-15.6668,-98.7188,5249.5816,6.7765,,,
,,,,,,,,,
40.8661,-59.2647,-56.4266,,,,,,,
398.7082,,,,,,,,,
-18.0293,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-93.1218,548.4341,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
81.0874,-90.2948,,,,,,,,
,,,,,,,,,
-90.7549,-18.4287,-42.3030,317.7729,669.3363,-98.6142,1352.8985,,,
,,,,,,,,,
9.5476,,,,,,,,,
-91.5718,163.7576,39.2576,-28.2848,,,,,,
709.2516,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
-94.0651,-59.4729,,,,,,,,
460.8558,-98.5408,340.7618,15.8027,303.3669,-50.1992,-11.1489,,,
,,,,,,,,,
-87.8858,-84.7205,245.7431,767.3500,,,,,,
,,,,,,,,,
,,,,,,,,,
-84.0062,1859.2108,-71.1463,-94.0321,,,,,,
-51.5389,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
72.9142,,,,,,,,,
-91.1533,146.3834,,,,,,,,
